country,meanAge,HIV.AIDS,Genital.herpes,Ascariasis,Malaria,Trichuriasis,Tuberculosis,popDen,rain,temp,PerUrb,HCexpend,Hookworm,Schistosomiasis,Lymphatic.filariasis,Diabetes,cardioDR,spatLag,reg,trans,pop,cases,deaths,log_tests,log_cases,log_pop
Madagascar,20.3,0.001636081,0.20287188,0.035682204,0.059851213,0.031511418,0.231446865,45.13985562,117.923334,22.64507981,36.5246,501.8687864,0.104139947,0.039241652,0.01671624,3.94,405.994,7105.9,Afri,comm,27691019,19356,277,5.873179197813224,9.87075772791321,17.136618694758944
Malawi,16.8,0.056862955,0.228010475,0.030134704,0.156542486,0.040646352,0.129878562,192.4407616,83.09760022,22.48867981,16.7288,369.1806521,0.029908102,0.027048625,0.015163718,3.94,227.349,2162.332,Afri,comm,19129955,27413,880,6.261611906101748,10.21877263241388,16.766765989087478
Malaysia,29.2,0.001896133,0.154618367,0.0255799,9.89044e-4,0.076324374,0.273203523,95.96282149,259.0780455,25.78142756,75.4286,10564.76518,0.006653605,0,0.011598849,16.74,260.942,2853.082,WPac,clust,32365998,245561,906,10.283659228431286,12.411300667857624,17.292618985265726
Maldives,29.5,3.41e-5,0.155950524,0.05108125,0,0.082515213,0.243722914,1718.986667,197.0833333,28.29134615,39.3818,9744.751201,0.010076471,0,0.004607174,9.19,164.905,9217.71714285714,SEAs,clust,540542,16909,55,11.913465082742139,9.735601303538429,13.200327618870396
Mali,16,0.005183012,0.149653647,0.175597282,0.11983914,0.053126316,0.198780113,15.63501586,26.59095843,28.88349519,41.5676,827.2043904,0.068413624,0.025296869,0.008840099,2.42,268.024,1615.16,Afri,comm,20250834,8181,344,8.90511040656323,9.009569671513699,16.823706535853923
Malta,42.3,9.74026e-4,0.120624722,0,0,0,0.084663933,1514.46875,35.1589416,19.50353654,94.546,27777.82338,0,0,0,8.83,168.711,25222.942,Euro,clust,525285,22621,338,12.553577657360409,10.026633957357836,13.171696251422983
Mauritania,21,3.10252e-4,0.156673558,0.042769161,0.078398193,0.05129411,0.175561001,4.272163578,8.235993237,28.41635737,52.8108,1583.872509,0.075310534,0.028798045,0,2.42,232.347,8701.74,Afri,comm,4649660,16776,423,7.357211115865153,9.727704572581755,15.352304656610697
Mauritius,36.3,0.002730689,0.181711443,0.028646857,0,0.064598953,0.286333352,623.3019704,146.2398337,23.26766859,40.862,10346.91167,0.006144794,0.377854547,0,22.02,224.644,11100.93,Afri,clust,1265740,581,10,10.661953956827928,6.364750756851911,14.051167489346671
Mexico,29.3,0.001864806,0.175219631,0.099056738,7.07e-5,0.052029156,0.27214932,64.91462641,62.21506167,21.18582436,79.8658,9456.311625,0.021222009,0,0,13.06,152.783,30049.3025,Amer,comm,128932753,1932186,166194,8.793738580577,14.47416256241255,18.674801531831047
Monaco,55.4,7.71089e-4,0.125964423,0,0,0,0.077044537,980.548464479635,82.59121766,10.44399147,100,172346.5606,0.004945046,0,0,5.46,128.543475961172,66576.0666666667,Euro,spor,39244,1665,20,12.587535255252153,7.417580402414544,10.577553845283282
Mongolia,29.8,1.31279e-4,0.086692904,0.041473626,0,0.002806417,0.266565329,2.040608667,18.56879849,0.598240897,68.3756,3944.595588,0.022132685,0,0,4.82,460.043,8645.224,WPac,clust,3278292,2072,3,10.738447484168264,7.6362696033793735,15.002833113025169
Montenegro,39.6,1.47532e-4,0.082942853,0,0,0,0.165949908,46.26223048,97.15418157,9.60922609,66.4774,7816.462374,0,0,0,10.08,387.305,43050.2625,Euro,clust,621718,64993,829,11.469451407526968,11.08203485077085,13.340241892709463
Morocco,29.1,3.87487e-4,0.11490998,0.076416136,0,0.031872643,0.187550966,80.72851893,24.8487001,18.18983186,61.9048,3046.919776,0.004753554,0.018754351,0,7.14,419.146,33943.204,EMed,clust,36910558,475593,8416,10.194792840707239,13.072317725439818,17.424008192746147
Mozambique,17,0.082107374,0.207406672,0.125513357,0.261951596,0.045921025,0.216612366,37.50853531,79.08165138,24.28181827,35.4594,497.418022,0.089094325,0.047556005,0.046919262,3.3,329.942,4416.618,Afri,comm,31255435,44914,469,7.652652524594028,10.712504829138487,17.257703839024355
Myanmar,29.2,0.004058341,0.149324504,0.143134606,0.001201087,0.11208931,0.37227346100000003,82.238615480000007,165.9868137,23.24888718,30.3386,1334.302001,0.024570963,0,0.01778372,4.61,202.104,1614.794,SEAs,clust,54409794,141411,3156,8.275890251948582,11.859425822912488,17.812054732386205
Namibia,21.8,0.089044975,0.263289397,0.009004236,0.028714748,0.048898725,0.210559553,2.973745582,22.70167426,20.99635385,48.988,5029.733195,0.084331955,0.29136642,0,3.94,243.811,14333.93,Afri,comm,2540916,35070,376,9.831213858603505,10.465101343134224,14.748035203904639
Nepal,25.3,9.41146e-4,0.061963939,0.190879927,7.07301e-4,0.09089122,0.146337537,195.9391071,105.2775371,12.62225128,19.3456,918.169432,0.114303745,0,0.023399391,7.26,260.797,4875.435,SEAs,clust,29136808,272050,2040,9.560596670412883,12.513741151914072,17.187512812580376
Netherlands,42.8,0.001301349,0.143026829,0,0,0,0.074779317,511.4759276,66.78641099,10.3164016,91.0502,49046.83126,0,0,0,5.29,109.361,46346.1433333333,Euro,comm,17441139,1025992,14685,9.18134545272274,13.841170507411498,16.674342283945553
New Zealand,37.2,6.127e-4,0.09937272,0,0,0,0.128812417,18.38517337,142.9639449,10.02285788,86.472,41321.06377,0,0,0,8.08,128.797,12768.7916666667,WPac,clust,5084300,2074,25,10.989672929321037,7.637234388789473,15.441667918205143
Nicaragua,27.3,0.002356232,0.211943542,0.077675459,0.003768842,0.073712037,0.237611816,53.72704836,189.548471,25.23340064,58.3132,2050.007191,0.067177051,0,0,11.47,137.016,28910.148,Amer,comm,6624554,5028,172,9.973208657123644,8.522777569710138,15.706293606815699
Niger,14.8,0.001714547,0.117740239,0.110353453,0.255381601,0.054796296,0.20302597,17.71765059,14.73404801,27.8633484,16.3658,525.3280062,0.092386458,0.005025389,0.008461953,2.42,238.339,3264.68285714286,Afri,comm,24206636,4623,169,9.184550576418149,8.438799123988225,17.00213736841292
Nigeria,18.6,0.009325619,0.148973633,0.119509011,0.195334405,0.026649292,0.201389625,215.064989,95.58444308,27.27292564,49.5082,2217.936761,0.039914876,0.173891099,0.02383374,2.42,181.013,2019.52833333333,Afri,comm,206139587,140381,1649,6.295448641586487,11.85211543378091,19.144064104078144
North Macedonia,40.6542907895809,5.54e-5,0.083518071,0,0,0,0.189107004,82.59151467,55.35752545,10.51739888,57.778,5502.298984,0,0,0,10.08,322.688,48305.054,Euro,comm,2083380,94871,2946,10.699977158779477,11.46027335307133,14.549502132793599
Northern Mariana Islands (Commonwealth of the),32.8,3.46218e-4,0.212501577,0.010961928,0,0.046800591,0.297114874,123.6565217,566.3958622,27.73741699,91.5312,22625.3029,0.011233898,0,0,12.2432500000001,203.456846,425.6,WPac,comm,57557,133,2,11.08501119920931,4.890349128221754,10.960531040115585
Norway,39.5,6.80355e-4,0.109342368,0,0,0,0.078590859,14.54829163,90.33627981,1.726859776,81.8622,75493.11057,0,0,0,5.31,114.316,39427.7766666667,Euro,clust,5379475,64274,576,11.71389893822692,11.070910473864481,15.498101343733252
"occupied Palestinian territory, including east Jerusalem",18,4.12e-5,0.080273885,0.057265024,0,0.039207029,0.134386662,133.719360595111,20.33762782,20.26481766,75.8988,3495.614894,0.003111658,0.028605514,0,10.59,265.91,38768.585,EMed,comm,4803269,173225,1960,10.640078083893881,12.062346606495582,15.38480728574115
Oman,26.2,6.10563e-4,0.091754805,0.01558044,0,0.030682111,0.126810988,15.6041454,6.906469167,26.04229615,83.4784,15528.42193,0.017460804,0,0,12.61,266.342,15428.0966666667,EMed,comm,5106622,135989,1537,11.089095459652341,11.820329279094095,15.446048686834065
Pakistan,22,3.48965e-4,0.042344154,0.170695911,0.005727898,0.07063376,0.15284613,275.2893187,26.13547042,20.47787865,36.455,1391.424619,0.010754103,0,0.001775564,8.35,423.031,10705.7333333333,EMed,comm,220892331,555544,11928,8.795161386557508,13.227703092845832,19.213185950721147
Panama,30.1,0.005351531,0.230283137,0.052030887,0.001318714,0.055803671,0.225725643,56.18607748,210.8381772,25.56950256,67.3712,14889.64139,0.028347717,0,0,8.33,128.346,20443.122,Amer,comm,4314768,327090,5480,11.115855771538609,12.697990641368538,15.277554115121433
Papua New Guinea,24,0.009338012,0.154149349,0.108104447,0.041158527,0.087056451000000007,0.402700191,19.00436338,256.4114731,25.21211859,13.1166,2702.954647,0.145629955,0,0.141147575,17.65,561.494,9478.30166666667,WPac,comm,8947027,904,9,9.992983390906584,6.806829360392176,16.0068318562965
Paraguay,29.7,0.00241368,0.250837527,0.039511299,0,0.037613896,0.2368812,17.50835892,96.10503349,23.65548429,61.308,5525.43392,0.006794714,0,0,8.27,199.128,32142.656,Amer,comm,7132530,138114,2824,9.801190727869535,11.83583471007383,15.78017656815979
Peru,29.1,0.00257009,0.244523619,0.020107959,0.003222397,0.034942821,0.141770963,24.99160625,130.1063933,19.75511154,77.7244,6612.707723,0.007964888,0,0,5.95,85.755,20829.42,Amer,comm,32971846,1186690,42303,9.419166151436118,13.98667847688814,17.311164603774724
Philippines,24.1,0.002679448,0.122305047,0.092858521,1.17346e-4,0.118254701,0.385533521,357.6883053,210.877417,25.91275321,46.6994,3187.020952,0.032876399,0.004833877,0.027521469,7.07,370.437,8428.89166666667,WPac,comm,109581085,539029,11177,9.51994671650212,13.197524651783304,18.512175335467393
Poland,41.9,4.28524e-4,0.076295523,0,0,0,0.181569078,124.0234822,50.62085638,8.667609712,60.1312,14010.32121,0,0,0,5.91,227.331,61647.616,Euro,comm,37950802,1560954,39469,10.70679798960826,14.260807730773813,17.451801194652443
Portugal,44.6,0.003869877,0.12444022,0,0,0,0.085899264,112.2619412,69.05979978,15.47696051,64.6454,21505.16212,0,0,0,9.85,127.842,28556.2666666667,Euro,clust,10305564,776112,14510,11.823529866912322,13.562052118647706,16.148194501522273
Puerto Rico,43.6,0.002364417,0.27854883,0,0,0,0.16290449,360.0173619,181.7696521,25.59597179,93.5934,31199.00344,0,0.091175938,0,10.37611,164.807141857143,10990.285,Amer,comm,3194034,107361,2108,11.322277264610296,11.583952266618166,14.976795252659736
Qatar,33.7,5.48e-5,0.09766765,0.00723677,0,0.029297859,0.128238371,239.5931955,5.061756859,27.9660516,99.0722,61464.64005,0.002223938,0,0,16.52,176.69,25011.384,EMed,comm,2881060,154526,251,11.595142806412833,11.948117645951285,14.873668839951852
Republic of Korea,43.2,5.87137e-4,0.161980609,0.003170239,1.56861e-4,0.025733103,0.192778116,529.3585013,101.9648503,8.851511522,81.5176,30981.42147,0.005066729,0,0,6.8,85.998,11491.0814285714,WPac,clust,51780579,82279,1502,9.903245623273603,11.317871190071259,17.762525714148673
Republic of Moldova,37.7,0.002341127,0.162770823,0,0,0,0.219308557,94.26443028,43.53737849,10.38536875,42.5826,3571.970053,0,0,0,5.72,408.502,31463.636,Euro,comm,2617820,106985,2309,10.996219657911153,11.580443916701052,14.777852468313627
Romania,42.5,7.89046e-4,0.088221606,0,0,0,0.183169763,84.63380129,55.28317583,9.690750032,53.961,10928.99014,0,0,0,9.74,370.946,45182.8971428571,Euro,comm,19286123,748514,19016,10.743126716982227,13.525845186741718,16.774896379715422
Russian Federation,40.3,0.008151725,0.157698896,0,0,0,0.196828276,8.822067953,36.82347051,-5.255762756,74.3052,10338.81069,0,0,0,6.18,431.297,8265.46,Euro,clust,144104080,3948019,76663,11.778231022667635,15.188724492087252,18.786046374239987
Rwanda,19.7,0.017032168,0.212964107,0.074670273,0.128716157,0.115812897,0.203513421,498.6598703,102.3400335,20.01248558,17.1418,774.5226038,0.090975621,0.144169842,0,4.28,191.375,455.741666666667,Afri,comm,12952209,16618,220,9.344253241829014,9.718241724224926,16.37677691071343
Saint Lucia,36.9,0.002158283,0.256518462,0.026222941,0,0.033034975,0.232029673,298.1786885,205.9907469,26.38101282,18.6234,10894.49266,0.007234927,0,0,11.62,204.62,11088.4,Amer,spor,183629,2027,19,10.727247461614438,7.614312146452,12.12067269676513
Saint Vincent and the Grenadines,35.3,0.003997978,0.239368037,0.025192278,0,0.036086985,0.252906961,282.5897436,136.433216,27.39501731,51.7866,7205.562908,0.009237293,0,0,11.62,252.675,10478.9825,Amer,clust,110947,1283,4,10.496522718235308,7.1569563646156364,11.616807888788324
San Marino,45.2,7.47149e-4,0.117165514,0,0,0,0.076627063,563.0833333,88.3151047307345,10.2595507136367,97.063,45220.35838,0.005207386,0,0,5.64,128.515968294506,55966.15,Euro,comm,33938,3137,69,11.87872053929698,8.051022208190679,10.432290609532771
Sao Tome and Principe,19.3,1.40989e-4,0.16953951,0.083900554,0.011155871,0.03565504,0.175207878,219.8208333,177.2261475,23.93371699,71.927,1799.777888,0.007547836,1.48223e-4,0.026705805,2.42,270.113,3123.66666666667,Afri,comm,219161,1355,22,10.372361504937185,7.2115567333138015,12.29756189851838
Saudi Arabia,30.8,3.07934e-4,0.104401501,0.010094474,5.89e-5,0.029033747,0.183034196,15.67665431,5.860535641,25.50970032,83.6224,21557.94767,0.002352256,0.023971469,0,17.72,259.538,26060.16625,EMed,spor,34813867,370628,6406,11.240125686437228,12.822954143136442,17.365526342385316
Senegal,19.4,0.00320758,0.133991629,0.114991352,0.024813762,0.119637003,0.202599734,82.34747832,59.56883689,28.63098878,46.7486,1352.654466,0.101969864,0.089355035,0.0103881,2.42,241.219,5719.86,Afri,comm,16743930,29051,687,8.408997549472176,10.276808185095502,16.633546362497228
Serbia,43.4,2.75034e-4,0.084631067,0,0,0,0.174109598,79.8376858,63.15389821,11.05039516,55.96,6462.192619,0,0,0,10.08,439.415,49712.9033333333,Euro,comm,6908224,406570,4103,11.267159917421722,12.915511394867005,15.748223143895542
Seychelles,36.8,0.001080556,0.171633576,0.022943535,0,0.071521624,0.302071768,210.3521739,135.9992685,27.40689231,56.2604,15911.82818,0.007781245,0,0,10.55,242.648,6073.84333333333,Afri,comm,98462,1577,7,10.933757757034272,7.3632795869630385,11.497425965923277
Sierra Leone,19.1,0.010028082,0.150285276,0.079307026,0.346189436,0.064572672,0.208262056,105.987171,203.3372919,26.42637981,41.6464,530.1099384,0.09511781,0.008418908,0.048506736,2.42,325.721,14744.574,Afri,comm,7976985,3789,80,9.083615275080318,8.239857411018601,15.892071078485332
Singapore,35.6,8.67257e-4,0.127344396,0,0,0,0.196851229,7952.998418,209.6255116,27.80535833,100,60962.14425,0,0,0,10.99,92.243,6916.88571428571,WPac,spor,5685807,58041,28,10.308544744124326,10.968904936346597,15.553483627599066
Slovakia,41.8,6.65e-5,0.087197826,0,0,0,0.163541924,113.2855865,63.66602628,8.452958686,53.7802,17809.77652,0,0,0,7.29,287.959,57117.674,Euro,clust,5458827,265768,5382,12.796492014047082,12.490379026742039,15.512744489475873
Slovenia,44.9,1.38307e-4,0.089957592,0,0,0,0.137346299,102.9636605,111.9027647,9.677380513,54.2874,23624.06463,0,0,0,7.25,153.493,54737.38,Euro,clust,2100126,176142,3934,11.204330555567534,12.079045766899279,14.557507900893723
Somalia,18.5,0.001984269,0.174945845,0.262996333,0.046994458,0.050691553,0.176123926,23.9234769,22.70419026,27.27487115,44.3954,1281.620621081,0.101044474,0.090459863,0,6.05,365.769,4812.34,EMed,comm,15893219,4863,127,9.020290974550596,8.489410810403786,16.581403098235437
South Africa,28,0.14745607,0.307164656,0.007395387,8.26249e-4,0.041301184,0.452178193,47.63011978,38.30377356,18.2151142,65.846,5903.092181,0.029538737,0.080533233,0,5.52,200.38,14306.6833333333,Afri,comm,59308690,1477498,46498,10.254931473499616,14.205860674623572,17.898266396233264
South Sudan,18.6,0.012532606,0.186705055,0.013519102,0.167248732,0.033197423,0.243498522,225.255696198765,83.87234119,27.82378718,19.3608,1119.651333,0.175925444,0.053810615,0.015209447,10.43,280.775,1168.02,Afri,comm,11193729,4612,67,6.663390644839189,8.436416881388949,16.230864268742497
Spain,43.9,0.00237485,0.10964755,0,0,0,0.029729722,93.67719744,49.68400215,13.90396801,80.0816,28079.45374,0,0,0,7.17,99.403,52567.55,Euro,comm,47351567,2950618,61557,9.667863505324041,14.89752519790114,17.67311047102976
Sri Lanka,33.7,9.66e-5,0.167218262,0.015782575,0,0.09041527,0.292350119,345.558922,141.0176748,27.25148782,18.4024,3948.153342,0.014004668,0,0.001512025,10.68,197.093,9020.74,SEAs,clust,21919000,71894,373,9.406449689243171,11.182948090992008,16.902864398565487
Sudan,18.3,0.002744309,0.076803397,0.031290675,0.038065308,0.052241615,0.177445576,190.138915501411,20.71728683,27.77713558,34.3926,1077.248251,0.027151044,0.011530623,0.013722293,15.67,431.388,870.203333333333,EMed,comm,43849269,29861,1842,9.515946346996097,10.304308560150634,17.59626860617601
Suriname,31,0.006383747,0.231991032,0.029005469,0.001517985,0.036598834,0.263025409,3.692224359,191.7774798,26.09988301,66.0584,6422.742487,0.008322278,0.121864572,0,12.54,258.314,21285.066,Amer,comm,586634,8671,161,10.12449187328739,9.06773940337716,13.282156394977752
Sweden,41.1,5.26483e-4,0.135712461,0,0,0,0.18226965,24.98149812,56.04342372,2.537721731,87.138,52701.24611,0,0,0,4.79,133.982,34354.2771428571,Euro,comm,10353442,602860,12424,12.044630077522683,13.309440276282144,16.152829582776178
Switzerland,42.7,0.002714242,0.130994919,0,0,0,0.076510978,215.4653505,127.1149784,6.713588109,73.7728,81503.13181,0,0,0,5.59,99.739,57037.58,Euro,comm,8636896,531463,8853,11.306845056695273,13.183388860041799,15.97155381697191
Syrian Arab Republic,23.5,2.79e-5,0.084637221,0.042608576,0,0.030184652,0.145932792,92.06710777,22.83998221,18.45703471,53.4972,3870.70069264331,0.002864491,0.024979618,0,9.35543000000003,376.264,41451.035,EMed,comm,17500657,14543,963,10.521943686398963,9.58486505717771,16.67774898104617
Tajikistan,25.3,5.08842e-4,0.071956396,0.073857847,3.2e-5,0.002686856,0.26508328,65.57271417,43.76687981,4.001359519,27.0036,847.0129108,0.010034337,0,0,7.11,427.698,6960.435,Euro,comm,9537642,13715,95,10.481769046311234,9.526245403371703,16.070756843061655
Thailand,39,0.007747411,0.208705419,0.035507317,7.06745e-4,0.063261535,0.275839683,135.8972068,130.2134678,26.71120801,49.1966,6705.882145,0.007420266,0,0.007039241,7.04,109.861,2711.196,SEAs,clust,69799978,23732,70,8.81448301129371,10.074579627378533,18.061144252546306
The United Kingdom,40.6,0.002085203,0.10024839,0,0,0,0.085724798,274.7089819,103.6380205,9.062469455,83.141,42354.74561,0,0,0,4.28,122.137,40472.1033333333,Euro,comm,67215293,3920668,111712,12.212000848957649,15.181772605412089,18.023411354007013
Togo,20,0.014169022,0.163539695,0.058550268,0.267979536,0.048415554,0.198936359,145.0467733,97.00906484,27.38863942,41.168,630.7471811,0.174178167,0.017761031,0.001106817,6.15,280.033,2342.93,Afri,comm,8278737,5497,83,8.545386401466882,8.61195776786066,15.929200978494725
Trinidad and Tobago,37.8,0.007025826,0.260481464,0.012854568,0,0.031355046,0.239972805,270.9274854,133.2558428,26.54560128,53.229,17046.54795,0.006038655,0,0,10.97,228.467,5496.5175,Amer,comm,1399491,7616,134,9.215511379243415,8.938006576471201,14.1516191570488
Tunisia,32.7,2.74553e-4,0.116828804,0.025391425,0,0.026798871,0.138221707,74.44132338,22.15569814,20.38518125,68.6486,3559.418157,0.002412001,0.019624968,0,8.52,318.991,47147.4516666667,EMed,comm,11818618,217758,7257,7.140637653634863,12.291139633419897,16.28518664263272
Turkey,32.2,6.76e-5,0.099487205,0.01768629,0,0.027189533,0.188848147,106.9601289,47.59197157,11.66637702,74.6324,10215.03956,0.002706887,0,0,12.13,171.285,34591.4728571429,Euro,comm,84339067,2539534,26904,11.098297112275217,14.747491157596107,18.25035574385489
Uganda,15.7,0.034092082,0.204169433,0.033686444,0.352851821,0.073276755,0.355745112,213.0617345,105.5349147,23.50592596,23.203,777.8102211,0.099074577,0.067308471,0.003604237,2.5,213.333,899.8525,Afri,comm,45741000,39840,320,8.160857618456088,10.592626711698534,17.638505609022154
Ukraine,41.2,0.006273921,0.162866303,0,0,0,0.212636742,77.0296708,47.14680837,9.072880128,69.2572,2741.783444,0,0,0,7.11,539.849,41095.955,Euro,comm,44134693,1261105,24009,9.915689900150376,14.047498878728748,17.60275672048161
United Arab Emirates,38.4,2.55831e-4,0.113247152,0.004754499,0,0.024806881,0.317757598,135.6091101,4.720580513,27.55765032,86.2396,40878.5428,0.002080632,0,0,17.26,317.84,24470.6875,EMed,comm,9890400,329291,930,12.76417799904792,12.704697137289477,16.107075147674855
United Republic of Tanzania,18.2,0.027499238,0.183360914,0.155028418,0.06708198,0.038790955,0.131010722,63.5790788,81.42914897,22.90503654,33.0558,1020.473123,0.093294759,0.068552334,0.006534761,5.75,217.288,1809.12714285714,Afri,comm,59734213,538,0,8.431736702270813,6.2878585601617845,17.90541549629106
United States of America,38.5,0.005603957,0.181889991,0,0,0,0.118588217,35.71362209,55.8877625,7.616999647,82.0612,60629.43539,0,0,0,10.79,151.089,19751.58,Amer,comm,329484123,26623635,457983,12.06749038730397,17.097309913074,19.613038725616914
United States Virgin Islands,35.5,0.002354979,0.272107162,0,0,0,0.215195654,305.6485714,127.860702745287,20.6446686153128,95.5972,35555.5687,0,0,0,9.25298000000002,155.799496,10903.5783333333,Amer,comm,106290,2510,24,11.566289270432659,7.828038032125829,11.573926486527627
Uruguay,30.1,0.003676452,0.201245597,0,0,0,0.17868849,19.70802765,110.6826119,17.94185513,95.2378,16358.23055,0,0,0,6.93,160.708,29341.056,Amer,comm,3473727,45311,490,10.48963526397636,10.721305107600823,15.060738638930209
Uzbekistan,23,7.04044e-4,0.080250478,0.026599262,0,0.002427748,0.22475033,77.47085096,17.5447076,13.15879317,50.5722,2052.663052,0.005823826,0,0,7.57,724.417,11255.2,Euro,clust,34232050,80993,650,10.485931931947588,11.302118010167087,17.348672897699362
Venezuela (Bolivarian Republic of),30,0.003420761,0.243183845,0.187897181,0.015740698,0.077581301,0.245535407,32.73079191,163.4057516,25.86505513,88.19,7841.15110107352,0.020371603,0.060463052,0,6.47,204.85,21366.4457142857,Amer,comm,28435943,130123,1223,10.066198429748257,11.776235435962457,17.163164501528165
Viet Nam,31.9,0.002661151,0.16155239,0.109981818,6.99e-4,0.08081827,0.45040707,308.1252459,153.6768327,24.59981795,35.2158,2384.962135,0.007850913,0,0.008254647,6,245.465,2486.655,WPac,clust,97338583,2044,0,6.0543665736684575,7.622663951323595,18.393706005041516
Yemen,19.8,2.17244e-4,0.072878615,0.09823899,0.012771964,0.05349941,0.185236426,53.97785291,14.33384929,23.93610449,36.0204,1059.940298,0.044702319,0.016231429,0.007908668,5.35,495.003,19831.7333333333,EMed,comm,29825968,2147,626,9.5423727577443,7.671826797878781,17.210889981414862
Zambia,16.9,0.069018935,0.229081913,0.040574272,0.118292391,0.03698823,0.17735988,23.3414789,78.59351564,22.45181442,42.9828,1394.93894,0.081461428,0.104574236,0.028918473,3.94,234.499,2169.45857142857,Afri,comm,18383956,62671,846,8.93602601877191,11.04565409968947,16.726988885682257
Zimbabwe,20.5,0.087042576,0.257618157,0.039793285,0.013333333,0.028672414,0.121891023,37.32459093,51.95784237,22.04016122,32.2674,1521.110227,0.049674191,0.023431863,0.013354564,1.82,307.846,6132.498,Afri,comm,14862927,34660,1338,8.288196795574292,10.453341563269596,16.514380549593707
