"","country","pscore.mean","pscore.mean.se","pscore.lo","pscore.hi","plo"
"93","Kyrgyzstan",18.6639481452022,0.0252139652747199,17.1489438056665,20.2190981119451,18.7143760757516
"94","Lao People's Democratic Republic",1.96575721897946,0.0899384773308303,-3.4543223702987,7.79165908661774,2.14563417364112
"95","Latvia",12.8405042682506,0.0213877704390923,11.4721229725976,14.1799797840691,12.8832798091288
"96","Lebanon",22.134916422987,0.0331065280903025,20.1715276197109,24.1574204813742,22.2011294791676
"97","Lesotho",5.71458465252983,0.0918595329572274,0.162206199775793,11.5968462483001,5.89830371844429
"98","Liberia",5.87265028197405,0.105981588288239,-0.289268181298937,12.7801947099762,6.08461345855052
"99","Libya",13.6447757578238,0.103047887342931,7.44096270606713,19.9548787530284,13.8508715325097
"100","Lithuania",20.7254203979669,0.0195826104438039,19.5852253364159,21.9936321417288,20.7645856188545
"101","Luxembourg",0.801224842941146,0.022154170709453,-0.578508367485192,2.15974334472707,0.845533184360052
"102","Madagascar",7.06362339471457,0.100190087336679,0.952302054854803,13.8527082998989,7.26400356938792
"103","Malawi",8.0559961596154,0.0951745180971947,2.26245484014987,14.0228466110163,8.24634519580978
"104","Malaysia",1.74659385649588,0.0407759899493303,-0.727526556095465,4.44111697025768,1.82814583639454
"105","Maldives",9.82869027145422,0.100465919185913,4.09735303022689,16.4336042782735,10.0296221098261
"106","Mali",8.897008532883,0.0977468620988589,3.20637342666199,14.9185040805932,9.09250225708072
"107","Malta",6.22366481906136,0.0276915937657475,4.5742692119733,7.93792773449959,6.27904800659286
"108","Marshall Islands",-9.37151796889583,0.134852437066345,-17.2102110012239,-0.528849134621646,-9.10181309476314
"109","Mauritania",13.1752275995475,0.105050707983479,6.9346462014644,20.0955385930381,13.3853290155145
"110","Mauritius",4.05315297986609,0.0172734999736575,3.0068922033441,5.11373122264286,4.08769997981341
"111","Mexico",41.3696714028299,0.022288703563318,40.0237168145326,42.7188106386896,41.4142488099566
"112","Micronesia (Federated States of)",-5.1180883140888,0.111365620469953,-11.8692342584519,2.20619998657661,-4.8953570731489
"113","Monaco",6.70905728921401,0.0815718768312202,1.96395724278064,12.0116293966594,6.87220104287645
"114","Mongolia",-0.080094250004691,0.0143175721086011,-0.950508600832295,0.769922270127545,-0.0514591057874888
"115","Montenegro",27.4576218414983,0.0675943465982425,23.6175050767948,31.765892328139,27.5928105346948
"116","Morocco",6.90317831443758,0.0953159416026903,0.929617026939581,12.815070052206,7.09381019764296
"117","Mozambique",7.47063933614764,0.0953024235741786,2.16802040504885,13.6582056228116,7.661244183296
"118","Myanmar",6.1365005144606,0.0995965737447307,0.136050423584158,12.1505592260546,6.33569366195006
"119","Namibia",21.6219369424221,0.114344330532235,14.735153435953,29.0670286091352,21.8506256034865
"120","Nauru",-0.803522753518537,0.29867837726292,-19.2583867551499,16.9278809727026,-0.206165998992697
"121","Nepal",9.23469676130033,0.0945706810484708,3.62383421634759,15.2794711754261,9.42383812339727
"122","Netherlands",9.22872020253007,0.0152213516922205,8.27119270636921,10.0963211297168,9.25916290591451
"123","New Zealand",-3.47690120512769,0.0108806936035906,-4.13384517601313,-2.81145534752327,-3.45513981792051
"124","Nicaragua",18.2195688120787,0.100975139419861,12.3372303158252,24.6527208995333,18.4215190909185
"125","Niger",9.32319904223494,0.0991315365757543,2.86109942167089,15.520655072178,9.52146211538645
"126","Nigeria",5.64732154997929,0.0985104315500041,-0.337351162286965,11.9443116075868,5.84434241307929
"127","Niue",-12.7428974742907,0.508519675485671,-41.8123650544302,19.7840609828187,-11.7258581233193
"128","North Macedonia",30.2746680154235,0.030267544457792,28.4783893530296,32.1109029387806,30.3352031043391
"129","Norway",0.0628649693313023,0.0119145823488999,-0.654156326078235,0.840112766353396,0.086694134029102
"130","Oman",36.0069395243253,0.0382929295952222,33.8095766886948,38.28099178659,36.0835253835158
"131","Pakistan",7.12091664146736,0.0936252907811127,1.39759822692632,13.08435293409,7.30816722302959
"132","Palau",-9.83685934305562,0.180604050731389,-20.4596428541772,1.84299857059573,-9.47565124159284
"133","Panama",17.925389544484,0.0321929702044381,16.0710329161386,19.9956588776624,17.9897754848929
"134","Papua New Guinea",0.600446310251838,0.0894121574118194,-4.7574730705101,6.36976568345444,0.779270625075477
"135","Paraguay",27.8054653284376,0.0310572589345681,25.8537745121008,29.7435603164111,27.8675798463067
"136","Peru",98.0804798760584,0.0471351994276645,95.082758770019,100.965617303301,98.1747502749137
"137","Philippines",11.331490700493,0.0221242283811606,10.064964290438,12.732769485012,11.3757391572553
"138","Poland",18.3626035307083,0.0166664176518456,17.305327506994,19.2984345036199,18.395936366012
"139","Portugal",8.69096975273439,0.0249813106836093,7.12411806722522,10.2145612863442,8.74093237410161
"140","Qatar",16.3176366488002,0.019606595379129,15.1229234256924,17.5477245434764,16.3568498395584
"141","Republic of Korea",1.07259583026053,0.0132276307518837,0.284632471510372,1.89491444875035,1.0990510917643
"142","Republic of Moldova",22.930313552506,0.0320619921347941,21.0384343187461,24.8396204525894,22.9944375367755
